id,Heart Disease
630138,0.00448849186866387
630139,0.7301858450229882
630140,0.13394876313633564
630141,0.9868861593271263
630142,0.0493742932688555
630143,0.0017227730594615762
630144,0.010750472470683592
630145,0.03808773733362064
630146,0.044617415177329714
630147,0.07004493808073352
630148,0.8375044676372801
630149,0.995809641971896
630150,0.029546221785304003
630151,0.990419666245275
630152,0.9884047364038838
630153,0.20552466724423935
630154,0.04820245934418465
630155,0.9822737447111966
630156,0.9952274569885105
630157,0.9944587246055088
630158,0.342718089119465
630159,0.9104066101498683
630160,0.050625250727900896
630161,0.003497068266586666
630162,0.2641612194086494
630163,0.905191734247314
630164,0.10893938148392018
630165,0.007689179379908184
630166,0.04287197485968682
630167,0.9882813378223747
630168,0.03270948114861074
630169,0.2844143120344821
630170,0.025202239339299846
630171,0.6922638617029112
630172,0.7197976345145711
630173,0.006361766453708793
630174,0.9965910264267934
630175,0.5401858698276204
630176,0.9728990455350867
630177,0.7369566452251436
630178,0.3710772944433336
630179,0.9462251821625535
630180,0.9968179140926887
630181,0.007991211377878593
630182,0.03563092588469081
630183,0.8057656977458776
630184,0.9563705961702192
630185,0.982038230556513
630186,0.0865981395764491
630187,0.9818594983707432
630188,0.9967884717739783
630189,0.025091372400268663
630190,0.9806048715670481
630191,0.9412149183600674
630192,0.9854512083284629
630193,0.9714305808819452
630194,0.12021331414835325
630195,0.15485013896146788
630196,0.8827658164896797
630197,0.022038924705047133
630198,0.08479335873470034
630199,0.0947444220566041
630200,0.9595825249978167
630201,0.1567733635017995
630202,0.8897687248179561
630203,0.006460834745934993
630204,0.9523073475327066
630205,0.0074449421390578715
630206,0.026206725946069483
630207,0.7222024248673907
630208,0.03866837867308733
630209,0.04242394904782752
630210,0.01908562604356919
630211,0.21683453264636185
630212,0.66314319272657
630213,0.9976515169484789
630214,0.9953428763072231
630215,0.9733620275769208
630216,0.004694035096397388
630217,0.9950599067548243
630218,0.008993280874955533
630219,0.5808457141589713
630220,0.14081669186651935
630221,0.020605894609200003
630222,0.9778190902481513
630223,0.8948065827110478
630224,0.11408986000029903
630225,0.05599768853529879
630226,0.34178333341828376
630227,0.044074776060499546
630228,0.08679196198329414
630229,0.03665447471844161
630230,0.11338850517718892
630231,0.1708320696607134
630232,0.09254306506826535
630233,0.9781051007596984
630234,0.019525033362636085
630235,0.8516577444166701
630236,0.9984195946666962
630237,0.18728667624327958
630238,0.8478260207836493
630239,0.013847367150584591
630240,0.8678624864803
630241,0.0034072841857360034
630242,0.13002660765727295
630243,0.647538539893904
630244,0.08839395334895893
630245,0.9928494599073893
630246,0.012718005910688477
630247,0.9693743855800997
630248,0.9775032747614262
630249,0.06959899307270809
630250,0.003014397884217049
630251,0.062251528603376335
630252,0.9621342584642151
630253,0.9727805531233283
630254,0.06469973119722626
630255,0.16810886848168483
630256,0.08025023454587228
630257,0.9940599607278029
630258,0.9805290052669814
630259,0.9881617438573772
630260,0.8964709143296545
630261,0.06471151720975317
630262,0.9945463242185351
630263,0.9826641371748018
630264,0.9945860764125798
630265,0.1550696092649628
630266,0.3685070278867585
630267,0.009659657655013056
630268,0.03434238308382923
630269,0.6294660625690028
630270,0.017843583606954688
630271,0.01396242332699248
630272,0.3867654724727626
630273,0.9943679593802968
630274,0.011474119513171732
630275,0.9462331083329948
630276,0.918881191695296
630277,0.9976994786617243
630278,0.5878808486700241
630279,0.07293711925918882
630280,0.9912201407306277
630281,0.9862142486023863
630282,0.39896027815557267
630283,0.14957865687168398
630284,0.018710042348694673
630285,0.9836230249703126
630286,0.803419756658964
630287,0.9734515485762567
630288,0.19395040766430888
630289,0.852733706458778
630290,0.8131414275228491
630291,0.06825368521424081
630292,0.9950563326066677
630293,0.5248334019919305
630294,0.010448515884166856
630295,0.06360668011896924
630296,0.03162236816077133
630297,0.10342702723827288
630298,0.9750887692427967
630299,0.9959598835231217
630300,0.033927030157009666
630301,0.996488215602849
630302,0.006350294472772991
630303,0.04175778476714352
630304,0.1623011405016312
630305,0.9969053967975996
630306,0.4108517705871239
630307,0.977482528803019
630308,0.9937426636655288
630309,0.45966042167787285
630310,0.02990808532039153
630311,0.062043142888759756
630312,0.03240066554722883
630313,0.6953981748412869
630314,0.0747631083661035
630315,0.006916404491795318
630316,0.9938955626350512
630317,0.9685245399130157
630318,0.03916023128347792
630319,0.9378490490935344
630320,0.030479448451184818
630321,0.9807307916546224
630322,0.9233285688634241
630323,0.9917493266577052
630324,0.05075972725443589
630325,0.04109975752284534
630326,0.04919852272390472
630327,0.017037554910075563
630328,0.020968246209318395
630329,0.11182402054734902
630330,0.8694236304488535
630331,0.9959408771193727
630332,0.8647652910486954
630333,0.7008866531755328
630334,0.2898619508580888
630335,0.013491496634789855
630336,0.22162984722299767
630337,0.011703202685023926
630338,0.7737142618838112
630339,0.8746939452463474
630340,0.034277557230403606
630341,0.029820668355818796
630342,0.054915025384115364
630343,0.5669095066100631
630344,0.020347063077837665
630345,0.9857113088178703
630346,0.9981734281881096
630347,0.6252750111253785
630348,0.26920801162495156
630349,0.05095376600670921
630350,0.5421204399743234
630351,0.06839656875108915
630352,0.7690839981866695
630353,0.02580312524211302
630354,0.902429044385991
630355,0.030182504087573288
630356,0.014940641493783489
630357,0.9519943596705526
630358,0.379215808299326
630359,0.9841114132575302
630360,0.05045041670992632
630361,0.029115812038369722
630362,0.7679680879434025
630363,0.7240871672341042
630364,0.00968531865391585
630365,0.07307821662965305
630366,0.04969551433961522
630367,0.9962879401407408
630368,0.9726829311246109
630369,0.883454169197543
630370,0.511116319376674
630371,0.32044762268657345
630372,0.15594016953418333
630373,0.029521045324921023
630374,0.9823081348770993
630375,0.7979421031954561
630376,0.9715307000211254
630377,0.025355318133994532
630378,0.08854246438825868
630379,0.018641923703192318
630380,0.7650675314817132
630381,0.5819439338627055
630382,0.017045201376656022
630383,0.9583569998296275
630384,0.12147718537399488
630385,0.022052399492955167
630386,0.9836226858473927
630387,0.9700135387873046
630388,0.7324096657887363
630389,0.9704450340674121
630390,0.9770953828719869
630391,0.6405557905720346
630392,0.008639738749432413
630393,0.15328005062687217
630394,0.2098082158088668
630395,0.9826693633636711
630396,0.3336147141935024
630397,0.9766251719204068
630398,0.6621668048957441
630399,0.009985858030217953
630400,0.9823199922126237
630401,0.03469057707849836
630402,0.6893203047676228
630403,0.9351106628249779
630404,0.24862983458922822
630405,0.9979057065252231
630406,0.9910773615743339
630407,0.09958052237333885
630408,0.13117722496223558
630409,0.26324814855260553
630410,0.010248761534558358
630411,0.15601900139363686
630412,0.14116350172390255
630413,0.9487087937168341
630414,0.9964932937509864
630415,0.9550397277174192
630416,0.06953782544255668
630417,0.9970873759062673
630418,0.7497583080022564
630419,0.6772390640894339
630420,0.9200238902532718
630421,0.9617428002556748
630422,0.013092066249609681
630423,0.9587175176528479
630424,0.01041881040889652
630425,0.950058203324093
630426,0.8827848113003515
630427,0.5173961482553409
630428,0.009500123345527273
630429,0.18416551018494742
630430,0.9869696405626018
630431,0.0045960446855276855
630432,0.12973531294113638
630433,0.6701814679949405
630434,0.04775921734906171
630435,0.03808568132548076
630436,0.09752634277602495
630437,0.03776667644640176
630438,0.8964110947170592
630439,0.9975420833524378
630440,0.006765881028045843
630441,0.9474119218434647
630442,0.8743764348285383
630443,0.39757370427556593
630444,0.10416188724565606
630445,0.8701566570661511
630446,0.8920178911298251
630447,0.01557951508178796
630448,0.9751498507259562
630449,0.9958178970748427
630450,0.28333004536626194
630451,0.09095132007415097
630452,0.018680125279563923
630453,0.977162905335597
630454,0.6303512557385212
630455,0.13849045957355263
630456,0.021299195483080718
630457,0.8189755788995187
630458,0.03692354485387173
630459,0.02539537209202726
630460,0.0034388597170654216
630461,0.9356414987595796
630462,0.215477455920255
630463,0.061202156169121856
630464,0.7276240723087289
630465,0.8746145268040867
630466,0.004551222641915744
630467,0.993794060236881
630468,0.021149752812377905
630469,0.9787334165308488
630470,0.9015884212180639
630471,0.006436494627856217
630472,0.009469215236547495
630473,0.04536037406876691
630474,0.3183157309886769
630475,0.021810749764933145
630476,0.9102017952964963
630477,0.981624386697692
630478,0.7688513455562342
630479,0.09967769304692564
630480,0.9152893128472153
630481,0.9841506253805552
630482,0.1927617375618597
630483,0.997943132313019
630484,0.9862719031647803
630485,0.15077477969584704
630486,0.04858907260790049
630487,0.9621557499196642
630488,0.1495144059547111
630489,0.042567236211861155
630490,0.01764077964250872
630491,0.06860973912044534
630492,0.019158584682808025
630493,0.02988129942771141
630494,0.8486717449147959
630495,0.04263705482616408
630496,0.9759001300616462
630497,0.9407475926756441
630498,0.9745252368232514
630499,0.9868319836094106
630500,0.11248610833297973
630501,0.06772136412318015
630502,0.7511158469149418
630503,0.9282385452339476
630504,0.917816202056214
630505,0.006368365749265858
630506,0.7509143976524504
630507,0.16396541841274298
630508,0.9870541501459156
630509,0.006576640910902754
630510,0.9490434205108705
630511,0.2779653330873214
630512,0.006495215784984313
630513,0.9788989042861795
630514,0.07114137429809934
630515,0.9255253913223241
630516,0.07242315173307166
630517,0.0236260414046538
630518,0.9135943854058297
630519,0.9971675225004459
630520,0.8979638950994404
630521,0.68799917729985
630522,0.9977505440742763
630523,0.9911554715772876
630524,0.27912904886559614
630525,0.03187842047890239
630526,0.029816246641024446
630527,0.6492118740291678
630528,0.5245576695149481
630529,0.020343256806253745
630530,0.9676571696240354
630531,0.08828098765222785
630532,0.012229882863664636
630533,0.1278864645782676
630534,0.8662050106074866
630535,0.004046371580296241
630536,0.0019678754713293592
630537,0.2948301628170232
630538,0.5130913357131816
630539,0.023828674517727737
630540,0.8659551342914396
630541,0.06940906203651323
630542,0.9893804810376985
630543,0.9483332469082639
630544,0.020119781884254166
630545,0.054520060274211746
630546,0.07851416648452582
630547,0.7614749035441454
630548,0.5421033604993053
630549,0.8859428245305263
630550,0.9857080606541464
630551,0.9660982969671821
630552,0.21926707095168146
630553,0.1847990919166797
630554,0.6052010937431053
630555,0.6455545066107424
630556,0.013851614788959743
630557,0.005315464284932208
630558,0.9833151226455139
630559,0.936903940573432
630560,0.7128434182739872
630561,0.02804263320910726
630562,0.9749709876637751
630563,0.9648734865522147
630564,0.9962052613043548
630565,0.0052304821799098325
630566,0.16314109618054684
630567,0.6731321098482507
630568,0.9846333073575974
630569,0.9460194829972203
630570,0.004033502663156415
630571,0.028562765409164963
630572,0.14856153045190731
630573,0.07250415535881713
630574,0.007956092585248372
630575,0.7783801502320956
630576,0.2726783796201898
630577,0.002647066096843609
630578,0.8839347399315683
630579,0.7952794623348972
630580,0.37091404426245833
630581,0.005868545183985169
630582,0.9720318780005391
630583,0.009637822964769284
630584,0.010979373926878505
630585,0.5233933369137918
630586,0.004995105669930301
630587,0.6093712565675105
630588,0.029473643658848737
630589,0.9866048231499891
630590,0.9716319014231413
630591,0.10070654658751946
630592,0.9596054785253203
630593,0.18159474652265653
630594,0.8696525625186953
630595,0.8920113572881483
630596,0.5792980493546851
630597,0.991500510524215
630598,0.05695422809571247
630599,0.021898586544085538
630600,0.05396803430891087
630601,0.27532012778905496
630602,0.017497933024060427
630603,0.5667509802535214
630604,0.6515936553372681
630605,0.1755773747757085
630606,0.984369145688758
630607,0.9600080292977649
630608,0.9442306350041848
630609,0.24988017995604564
630610,0.08774266029756703
630611,0.04099934605620936
630612,0.8745089147714477
630613,0.9783644489434685
630614,0.9413473975920453
630615,0.15525982363737892
630616,0.9777009996365135
630617,0.17081125179631426
630618,0.012717415170310175
630619,0.9683433242138462
630620,0.003042192672739583
630621,0.9875185348395743
630622,0.02939744224570837
630623,0.21606664162395195
630624,0.8402568239167124
630625,0.053734171451575295
630626,0.015569466013932928
630627,0.04543323535292238
630628,0.011225851821853884
630629,0.05041245705674035
630630,0.324271157242598
630631,0.9976894601953796
630632,0.972774376634759
630633,0.025304976152918983
630634,0.022750375568639625
630635,0.02399705420011552
630636,0.20304592747565509
630637,0.9682643615579163
630638,0.013460928711156058
630639,0.89702917267309
630640,0.19436826363663154
630641,0.011477291352643014
630642,0.04541601353736963
630643,0.9866128198936852
630644,0.9482602737958109
630645,0.07360740224360808
630646,0.6215512893039002
630647,0.08526015179548845
630648,0.8671304187067896
630649,0.9652152196451105
630650,0.2834868565222201
630651,0.0026717418952622867
630652,0.7687915342975339
630653,0.07772354706406241
630654,0.02022036512870086
630655,0.984083913799006
630656,0.046799453970097396
630657,0.9922909496650789
630658,0.6277827660656073
630659,0.016222507638316792
630660,0.0034844737124538794
630661,0.10818870025172281
630662,0.007547720663671974
630663,0.0019041979067764478
630664,0.05807019656751904
630665,0.9857985498700631
630666,0.33015796141387427
630667,0.12006158725684363
630668,0.06968044573965002
630669,0.00959355554380079
630670,0.5978437993059583
630671,0.007055953586178945
630672,0.9939969203339041
630673,0.9906758478752843
630674,0.9857735969067535
630675,0.9802057425617419
630676,0.9977379018116719
630677,0.18300755079838676
630678,0.6182411101976918
630679,0.9683780755848286
630680,0.2874267409667126
630681,0.006541511783606402
630682,0.003206271131282766
630683,0.08242740393130871
630684,0.02400972266894152
630685,0.9818001447252722
630686,0.02916042399368075
630687,0.0583170830515967
630688,0.5918639168318586
630689,0.009244310418268592
630690,0.19582767048269453
630691,0.9978969577628016
630692,0.08281896042302526
630693,0.8984649027560525
630694,0.9915993991533791
630695,0.9650890565466334
630696,0.676182212182362
630697,0.9687269824431458
630698,0.21162677711467323
630699,0.07577410105253875
630700,0.9956949595248791
630701,0.017474368056820185
630702,0.05210212073389191
630703,0.8056502949483931
630704,0.05230792488073042
630705,0.8906112363098111
630706,0.148030486473028
630707,0.0734155025611121
630708,0.012167133503084598
630709,0.978396935325628
630710,0.0027971196053463835
630711,0.019313935344985156
630712,0.013312253621348018
630713,0.9943413257535485
630714,0.8459717081372148
630715,0.9749096233376866
630716,0.589910220973486
630717,0.09298932507200694
630718,0.8309401667549204
630719,0.22661068166515408
630720,0.9910131303969226
630721,0.838618775556275
630722,0.9197117335351453
630723,0.027201018048419342
630724,0.007640465668532894
630725,0.01713889825449315
630726,0.9391522963398744
630727,0.9323959686899048
630728,0.01945823906475354
630729,0.12652329023613998
630730,0.9567101894045226
630731,0.02165414216961698
630732,0.9917818024176632
630733,0.04281617976205544
630734,0.12735571046809638
630735,0.04367679651222982
630736,0.04031103446658768
630737,0.4097152395883855
630738,0.033912428839418605
630739,0.17811678939485112
630740,0.21306176024190668
630741,0.7203736999761278
630742,0.943002799657063
630743,0.03301285172440627
630744,0.9728168786733377
630745,0.7873161408171337
630746,0.18821060314508217
630747,0.3508240565584243
630748,0.008033763076029684
630749,0.007386478300661957
630750,0.0017672466019876556
630751,0.9752427073701722
630752,0.8546992570766031
630753,0.18796547983168255
630754,0.3611876800441129
630755,0.007965155592670616
630756,0.03129895526781385
630757,0.987484861559769
630758,0.9724634852123093
630759,0.21105092707089218
630760,0.016097950932612234
630761,0.9879638466384166
630762,0.010976377212960553
630763,0.9697664427437774
630764,0.012058899136736467
630765,0.8099149298185092
630766,0.6963293311465266
630767,0.005199773930001323
630768,0.7872184075699888
630769,0.9926145036748087
630770,0.7042803905199856
630771,0.014357893396783807
630772,0.998426371351284
630773,0.002562682351160019
630774,0.24481531867045594
630775,0.9317373491559895
630776,0.039529614716905505
630777,0.9177947072627068
630778,0.8726794217580832
630779,0.009893469278254175
630780,0.9964930419823896
630781,0.007439042386091705
630782,0.3840259164620525
630783,0.014242392858109817
630784,0.01297815414199515
630785,0.24734143530357713
630786,0.019245096104789267
630787,0.249171950988984
630788,0.9836307990181395
630789,0.019978495068451757
630790,0.480131124342918
630791,0.08717004076109316
630792,0.014970703306335664
630793,0.03900373698501326
630794,0.9306207805628266
630795,0.9768430395078264
630796,0.8855147469389407
630797,0.5822800619831753
630798,0.7727633225393906
630799,0.8582895855813859
630800,0.04771492727562131
630801,0.9748027968216809
630802,0.2193465660812101
630803,0.05484264595417827
630804,0.61829063339213
630805,0.8033139408123079
630806,0.16289055474730688
630807,0.44032059451095984
630808,0.009946228660149459
630809,0.004389494175714152
630810,0.02765071246744359
630811,0.023087458786444186
630812,0.01595227224805403
630813,0.043312176905859597
630814,0.5737207862191183
630815,0.7838279010427288
630816,0.07674544952690654
630817,0.9699541653698465
630818,0.9731477187561486
630819,0.10067228861009409
630820,0.14831725689597175
630821,0.5974513520552645
630822,0.03576584383919192
630823,0.0793217033482405
630824,0.9961392771280441
630825,0.04969784880671499
630826,0.019679331424977495
630827,0.925223249540879
630828,0.9844990671064865
630829,0.9342681063981195
630830,0.9256530663369017
630831,0.19079346256621393
630832,0.9919458309534668
630833,0.2817311478526844
630834,0.9901583340154525
630835,0.9810546557784195
630836,0.9935290719896595
630837,0.9510090429936271
630838,0.011166863660770644
630839,0.0376617587739663
630840,0.014325405337877095
630841,0.14309699967030914
630842,0.7311198841132684
630843,0.00375198502741701
630844,0.9573224527150315
630845,0.024666914137465152
630846,0.10218742558798201
630847,0.8345872561858334
630848,0.9764868529511394
630849,0.010759336031350526
630850,0.29989008072132656
630851,0.11369532538244037
630852,0.11052416900386361
630853,0.022098477689690223
630854,0.11226791781209945
630855,0.11333670440200204
630856,0.9424618119842035
630857,0.061591365136031945
630858,0.2587001966049483
630859,0.05819775839090443
630860,0.8132407352108874
630861,0.01939387246337199
630862,0.19849404170242033
630863,0.005283311785307996
630864,0.0270628903722441
630865,0.005997374765329405
630866,0.06438649392614432
630867,0.20588820798040905
630868,0.011542474990805992
630869,0.01005600229644928
630870,0.31809173474829305
630871,0.9653056054580808
630872,0.8360152616412605
630873,0.5142666399092329
630874,0.8004764310342712
630875,0.6650151853116766
630876,0.8095023655506729
630877,0.9803417949190072
630878,0.1296036604164985
630879,0.9916300802974521
630880,0.9950426994354798
630881,0.9741762016141335
630882,0.6009220125216342
630883,0.7082937999878068
630884,0.9804898686735334
630885,0.8780998104332455
630886,0.020460456046457003
630887,0.03263130148227536
630888,0.9115341094696429
630889,0.44741739927658397
630890,0.5886319498842437
630891,0.9404106945244717
630892,0.3982357281508614
630893,0.2978908373680841
630894,0.971288078762163
630895,0.010966486271168075
630896,0.9545001602551877
630897,0.8476772937365397
630898,0.20356127841006383
630899,0.18596970412841232
630900,0.9318415358990809
630901,0.032596239473271546
630902,0.9618031254280052
630903,0.928572143742062
630904,0.40414364145417747
630905,0.9615926075149647
630906,0.4718806267235899
630907,0.7618886858639506
630908,0.007488826106842444
630909,0.060190577538855324
630910,0.9672027213315906
630911,0.8119043489530828
630912,0.9965048745716867
630913,0.006801719278878233
630914,0.9507920149299259
630915,0.9922975433453628
630916,0.10080125361107431
630917,0.005762472955695624
630918,0.10432736692363283
630919,0.8953593450117405
630920,0.07427385698518504
630921,0.020054490617546113
630922,0.03863601791720647
630923,0.15355967700237738
630924,0.6939313333015906
630925,0.35196980135630423
630926,0.07181420957271811
630927,0.9877006836280894
630928,0.5976616305210409
630929,0.40051816135576124
630930,0.009261988454574849
630931,0.17814576009450422
630932,0.997901164166718
630933,0.0712455350458223
630934,0.03410819770142736
630935,0.2044267565726386
630936,0.9701956291285022
630937,0.9975440542185001
630938,0.006252890392968351
630939,0.04376466175510456
630940,0.5347521899980155
630941,0.3020313809951773
630942,0.008805959076550955
630943,0.7401123112685
630944,0.03459162101594134
630945,0.9989387992279798
630946,0.9188757253112829
630947,0.1876301206392776
630948,0.9432907374977177
630949,0.9643530688757153
630950,0.06776142279487549
630951,0.9974784485374076
630952,0.054831423215176076
630953,0.6758994796054962
630954,0.9760258039005844
630955,0.02932228882892444
630956,0.015196905793505489
630957,0.26392042683637285
630958,0.11128816217777072
630959,0.09000836413889685
630960,0.7282941195743252
630961,0.013919942418561138
630962,0.03202893623502774
630963,0.06852094221270665
630964,0.9977491761421974
630965,0.03198854123254118
630966,0.10645049113391881
630967,0.9973261653121941
630968,0.9784062978289484
630969,0.9808131553285356
630970,0.3801302536045187
630971,0.9970398962664804
630972,0.9208858484002699
630973,0.07002775058765487
630974,0.6881196415367242
630975,0.005979095208700083
630976,0.8889152481308832
630977,0.027859162523532374
630978,0.005683388102366173
630979,0.8649042330115503
630980,0.9890376162936331
630981,0.1328537713869877
630982,0.0044071476478570815
630983,0.9972739069421145
630984,0.04341813658379805
630985,0.43468479946267463
630986,0.2880755907055601
630987,0.17727744680301472
630988,0.4579372268049581
630989,0.9978282372255672
630990,0.19094679858131589
630991,0.6978555570333529
630992,0.9877065232631844
630993,0.9864988410842163
630994,0.98976172112234
630995,0.9243499184653448
630996,0.420465898635746
630997,0.04595453113300071
630998,0.17018861446679795
630999,0.0040657041077044416
631000,0.004422921315408819
631001,0.009541786343665546
631002,0.9831064361795268
631003,0.038844131177480236
631004,0.8909947174339408
631005,0.6703184085607443
631006,0.850583754362871
631007,0.9604295184179943
631008,0.02243006955580705
631009,0.9037341348674625
631010,0.7782882587374993
631011,0.5958437771492369
631012,0.963488561501199
631013,0.12603724983993986
631014,0.8195486871407489
631015,0.9871802510746832
631016,0.4764224132343055
631017,0.9827737101051626
631018,0.2177835345266374
631019,0.9222671907044413
631020,0.9598672875395096
631021,0.06977757448508991
631022,0.8178746384404547
631023,0.9895181072301863
631024,0.9555277374513439
631025,0.8875098120836771
631026,0.2561620555733323
631027,0.9644028624405935
631028,0.013741203610019043
631029,0.05427776986661738
631030,0.12756477698195023
631031,0.8901968008651822
631032,0.997277911470351
631033,0.009468444667016525
631034,0.05942854597951158
631035,0.00308992607419612
631036,0.9941622739778414
631037,0.48217802317508085
631038,0.019734578275867862
631039,0.9512870177262769
631040,0.0634445078078762
631041,0.07406751910208717
631042,0.23320788827515068
631043,0.053588783957734275
631044,0.8000092853088929
631045,0.1708044753401206
631046,0.9508788466133021
631047,0.18744538018643497
631048,0.5238280421933446
631049,0.01977286715668131
631050,0.00494856192187568
631051,0.9303100174871819
631052,0.15509661954380935
631053,0.7837023455104748
631054,0.036705578406268244
631055,0.01465290358372992
631056,0.004579692232735504
631057,0.6740950354864609
631058,0.8994440946933012
631059,0.9941539102868527
631060,0.04136296485474472
631061,0.3073563204772104
631062,0.4501570256943299
631063,0.41590415927440466
631064,0.7322948424512375
631065,0.9595835182815161
631066,0.9837955936558213
631067,0.032475704475942585
631068,0.08435970339243053
631069,0.8982806663856252
631070,0.0372888327051925
631071,0.35283534577498205
631072,0.009208915442861988
631073,0.8078937823195368
631074,0.1169696378195042
631075,0.2670321283270711
631076,0.022943648373579997
631077,0.10010256544346767
631078,0.023963330399175663
631079,0.6634884632813279
631080,0.9965241190689684
631081,0.92423012039285
631082,0.5458183199849583
631083,0.12752799878360915
631084,0.7297906735202786
631085,0.5585331298556806
631086,0.9434731375673289
631087,0.8078592891223969
631088,0.34130107801130233
631089,0.015840209330464518
631090,0.060909250874599724
631091,0.017622945280867115
631092,0.8569793627928206
631093,0.004049435067019715
631094,0.42587810440845836
631095,0.003463477649625693
631096,0.061545114965260946
631097,0.09987942901122776
631098,0.9852262868004336
631099,0.0329554933617313
631100,0.5869734778064101
631101,0.604432899382903
631102,0.6733029807012235
631103,0.09323653605199775
631104,0.9618823475119439
631105,0.007563374003819515
631106,0.7109448761611332
631107,0.02915523285125105
631108,0.9692172719869414
631109,0.13436810451235084
631110,0.9191992368693559
631111,0.9935926372445438
631112,0.005934653324770263
631113,0.25709037377317573
631114,0.9065192570012722
631115,0.9873177370941021
631116,0.8016867920054718
631117,0.04353198285520798
631118,0.015389333159673621
631119,0.04515006493374764
631120,0.09579095146033816
631121,0.9893664608823709
631122,0.40547911264466274
631123,0.06674166914965257
631124,0.07146134380061048
631125,0.05873749430574314
631126,0.9846159812882347
631127,0.24956072638995708
631128,0.0432475763270087
631129,0.20027776537747538
631130,0.032528194577259896
631131,0.005059606096264869
631132,0.0020638214839949634
631133,0.008812679160497699
631134,0.6814168410035533
631135,0.006948736468269775
631136,0.05070490715041479
631137,0.20265615591545502
631138,0.03184469381748171
631139,0.02001968252318268
631140,0.06818739924112925
631141,0.8213970097748291
631142,0.09597444112280475
631143,0.012137923946217499
631144,0.027729572191220936
631145,0.014565592338355849
631146,0.0770010240415028
631147,0.9917960618549038
631148,0.16842693412760518
631149,0.9765330535104094
631150,0.035789619033215314
631151,0.03268478076674528
631152,0.011629147153027482
631153,0.575229765753263
631154,0.925453923725044
631155,0.05008288427482381
631156,0.3748535500178851
631157,0.5238117599413296
631158,0.1531123216601254
631159,0.7867866655870418
631160,0.9793014482782251
631161,0.13649137159933394
631162,0.9965545812688952
631163,0.12072897353011566
631164,0.03802989962743738
631165,0.9444479989213076
631166,0.0029692294145840744
631167,0.9597481783079286
